"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","139245","test_dark_mode","tests","Sun Aug 31 17:48:46 UTC 2025","broken","Sun Aug 31 17:51:05 UTC 2025","TestNavigation","test_navigation","",""
