"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32529","test_dark_mode","tests","Wed Sep 03 07:04:09 UTC 2025","broken","Wed Sep 03 07:04:42 UTC 2025","TestNavigation","test_navigation","",""
