"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22608","test_dark_mode","tests","Thu Sep 04 10:26:26 UTC 2025","passed","Thu Sep 04 10:26:48 UTC 2025","TestNavigation","test_navigation","",""
