"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16479","test_dark_mode","tests","Wed Sep 03 13:20:03 UTC 2025","passed","Wed Sep 03 13:20:20 UTC 2025","TestNavigation","test_navigation","",""
